enrollee_id,prediction_probability,predicted_class,percentile_rank,priority_tier
23344,0.671,1,95.82,High Priority
31756,0.6674,1,95.77,High Priority
24317,0.6608,1,95.73,High Priority
25054,0.6546,1,95.68,High Priority
18384,0.6535,1,95.63,High Priority
18816,0.6533,1,95.58,High Priority
29830,0.6532,1,95.54,High Priority
15973,0.6498,1,95.49,High Priority
16560,0.6498,1,95.44,High Priority
21335,0.6482,1,95.4,High Priority
30245,0.6466,1,95.35,High Priority
22468,0.6465,1,95.3,High Priority
20841,0.6433,1,95.26,High Priority
22808,0.6428,1,95.21,High Priority
13477,0.6427,1,95.16,High Priority
18426,0.6411,1,95.12,High Priority
32075,0.634,1,95.07,High Priority
15663,0.6337,1,95.02,High Priority
18492,0.6322,1,94.97,High Priority
25308,0.6311,1,94.93,High Priority
12709,0.6252,1,94.88,High Priority
22450,0.625,1,94.83,High Priority
23894,0.6233,1,94.79,High Priority
10810,0.6225,1,94.74,High Priority
4804,0.6221,1,94.69,High Priority
28007,0.6218,1,94.65,High Priority
16458,0.6148,1,94.6,High Priority
12064,0.6119,1,94.55,High Priority
7315,0.6115,1,94.5,High Priority
24238,0.6113,1,94.46,High Priority
16084,0.6062,1,94.41,High Priority
14832,0.6032,1,94.36,High Priority
31672,0.6026,1,94.32,High Priority
21604,0.6,1,94.27,High Priority
31133,0.5964,0,94.22,High Priority
25097,0.5947,1,94.18,High Priority
7987,0.5937,1,94.13,High Priority
21049,0.5916,0,94.08,High Priority
12096,0.5913,0,94.03,High Priority
10587,0.5903,1,93.99,High Priority
8485,0.5898,1,93.94,High Priority
26621,0.5897,0,93.89,High Priority
2358,0.5893,1,93.85,High Priority
17919,0.5888,0,93.8,High Priority
32898,0.5884,1,93.75,High Priority
30745,0.5881,1,93.71,High Priority
7132,0.588,0,93.66,High Priority
5280,0.5878,1,93.61,High Priority
21339,0.5871,1,93.57,High Priority
27764,0.587,1,93.52,High Priority
27008,0.5861,1,93.47,High Priority
1172,0.5844,1,93.42,High Priority
24378,0.5832,1,93.38,High Priority
29033,0.5831,1,93.33,High Priority
16251,0.5817,1,93.28,High Priority
12163,0.5808,0,93.24,High Priority
28695,0.5794,1,93.19,High Priority
23465,0.5794,1,93.14,High Priority
18340,0.5792,1,93.1,High Priority
13949,0.5791,1,93.05,High Priority
8392,0.5787,1,93.0,High Priority
21052,0.5785,1,92.95,High Priority
9753,0.5777,1,92.91,High Priority
2529,0.5763,0,92.86,High Priority
4674,0.5762,1,92.81,High Priority
18517,0.5752,0,92.77,High Priority
14516,0.5733,1,92.72,High Priority
13726,0.5709,1,92.67,High Priority
5243,0.5698,0,92.63,High Priority
16462,0.5689,1,92.58,High Priority
3413,0.5687,0,92.53,High Priority
12361,0.5686,0,92.48,High Priority
24234,0.567,1,92.44,High Priority
31708,0.5663,1,92.39,High Priority
23883,0.5651,1,92.34,High Priority
20723,0.5636,1,92.3,High Priority
24202,0.5629,1,92.25,High Priority
11886,0.5628,1,92.2,High Priority
31669,0.5625,1,92.16,High Priority
25999,0.5623,1,92.11,High Priority
3407,0.5617,0,92.06,High Priority
27216,0.5609,0,92.02,High Priority
17336,0.5607,1,91.97,High Priority
6831,0.5586,1,91.92,High Priority
7439,0.5577,0,91.87,High Priority
26888,0.5576,0,91.83,High Priority
18378,0.5573,0,91.78,High Priority
14369,0.5567,0,91.73,High Priority
31802,0.5565,1,91.69,High Priority
6742,0.5559,0,91.64,High Priority
25833,0.5559,0,91.59,High Priority
11927,0.5552,0,91.55,High Priority
15384,0.5549,1,91.5,High Priority
9302,0.5528,0,91.45,High Priority
1985,0.5522,1,91.4,High Priority
2122,0.5513,0,91.36,High Priority
14500,0.5509,0,91.31,High Priority
11945,0.5508,1,91.26,High Priority
2606,0.5499,1,91.22,High Priority
10618,0.5494,0,91.17,High Priority
28764,0.5484,1,91.12,High Priority
20380,0.5465,1,91.08,High Priority
11654,0.545,1,91.03,High Priority
366,0.5449,1,90.98,High Priority
28252,0.5449,0,90.93,High Priority
26769,0.5436,0,90.89,High Priority
31466,0.54,1,90.84,High Priority
5258,0.5399,0,90.79,High Priority
16286,0.5397,1,90.75,High Priority
24941,0.5396,0,90.7,High Priority
18369,0.5344,0,90.65,High Priority
29031,0.5337,1,90.61,High Priority
25882,0.5327,1,90.56,High Priority
1227,0.5312,1,90.51,High Priority
6720,0.531,0,90.47,High Priority
18316,0.5297,0,90.42,High Priority
1663,0.5289,0,90.37,High Priority
6837,0.5286,1,90.32,High Priority
15305,0.5284,1,90.28,High Priority
17900,0.5281,1,90.23,High Priority
11796,0.5281,1,90.18,High Priority
14456,0.5276,1,90.14,High Priority
12695,0.5274,1,90.09,High Priority
18565,0.5272,1,90.04,High Priority
