enrollee_id,prediction_probability,predicted_class,percentile_rank,priority_tier
23344,0.671,1,95.82,High Priority
31756,0.6674,1,95.77,High Priority
24317,0.6608,1,95.73,High Priority
25054,0.6546,1,95.68,High Priority
18384,0.6535,1,95.63,High Priority
18816,0.6533,1,95.58,High Priority
29830,0.6532,1,95.54,High Priority
15973,0.6498,1,95.49,High Priority
16560,0.6498,1,95.44,High Priority
21335,0.6482,1,95.4,High Priority
30245,0.6466,1,95.35,High Priority
22468,0.6465,1,95.3,High Priority
20841,0.6433,1,95.26,High Priority
22808,0.6428,1,95.21,High Priority
13477,0.6427,1,95.16,High Priority
18426,0.6411,1,95.12,High Priority
32075,0.634,1,95.07,High Priority
15663,0.6337,1,95.02,High Priority
18492,0.6322,1,94.97,High Priority
25308,0.6311,1,94.93,High Priority
12709,0.6252,1,94.88,High Priority
22450,0.625,1,94.83,High Priority
23894,0.6233,1,94.79,High Priority
10810,0.6225,1,94.74,High Priority
4804,0.6221,1,94.69,High Priority
28007,0.6218,1,94.65,High Priority
16458,0.6148,1,94.6,High Priority
12064,0.6119,1,94.55,High Priority
7315,0.6115,1,94.5,High Priority
24238,0.6113,1,94.46,High Priority
16084,0.6062,1,94.41,High Priority
14832,0.6032,1,94.36,High Priority
31672,0.6026,1,94.32,High Priority
21604,0.6,1,94.27,High Priority
31133,0.5964,0,94.22,High Priority
25097,0.5947,1,94.18,High Priority
7987,0.5937,1,94.13,High Priority
21049,0.5916,0,94.08,High Priority
12096,0.5913,0,94.03,High Priority
10587,0.5903,1,93.99,High Priority
8485,0.5898,1,93.94,High Priority
26621,0.5897,0,93.89,High Priority
2358,0.5893,1,93.85,High Priority
17919,0.5888,0,93.8,High Priority
32898,0.5884,1,93.75,High Priority
30745,0.5881,1,93.71,High Priority
7132,0.588,0,93.66,High Priority
5280,0.5878,1,93.61,High Priority
21339,0.5871,1,93.57,High Priority
27764,0.587,1,93.52,High Priority
27008,0.5861,1,93.47,High Priority
1172,0.5844,1,93.42,High Priority
24378,0.5832,1,93.38,High Priority
29033,0.5831,1,93.33,High Priority
16251,0.5817,1,93.28,High Priority
12163,0.5808,0,93.24,High Priority
28695,0.5794,1,93.19,High Priority
23465,0.5794,1,93.14,High Priority
18340,0.5792,1,93.1,High Priority
13949,0.5791,1,93.05,High Priority
8392,0.5787,1,93.0,High Priority
21052,0.5785,1,92.95,High Priority
9753,0.5777,1,92.91,High Priority
2529,0.5763,0,92.86,High Priority
4674,0.5762,1,92.81,High Priority
18517,0.5752,0,92.77,High Priority
14516,0.5733,1,92.72,High Priority
13726,0.5709,1,92.67,High Priority
5243,0.5698,0,92.63,High Priority
16462,0.5689,1,92.58,High Priority
3413,0.5687,0,92.53,High Priority
12361,0.5686,0,92.48,High Priority
24234,0.567,1,92.44,High Priority
31708,0.5663,1,92.39,High Priority
23883,0.5651,1,92.34,High Priority
20723,0.5636,1,92.3,High Priority
24202,0.5629,1,92.25,High Priority
11886,0.5628,1,92.2,High Priority
31669,0.5625,1,92.16,High Priority
25999,0.5623,1,92.11,High Priority
3407,0.5617,0,92.06,High Priority
27216,0.5609,0,92.02,High Priority
17336,0.5607,1,91.97,High Priority
6831,0.5586,1,91.92,High Priority
7439,0.5577,0,91.87,High Priority
26888,0.5576,0,91.83,High Priority
18378,0.5573,0,91.78,High Priority
14369,0.5567,0,91.73,High Priority
31802,0.5565,1,91.69,High Priority
6742,0.5559,0,91.64,High Priority
25833,0.5559,0,91.59,High Priority
11927,0.5552,0,91.55,High Priority
15384,0.5549,1,91.5,High Priority
9302,0.5528,0,91.45,High Priority
1985,0.5522,1,91.4,High Priority
2122,0.5513,0,91.36,High Priority
14500,0.5509,0,91.31,High Priority
11945,0.5508,1,91.26,High Priority
2606,0.5499,1,91.22,High Priority
10618,0.5494,0,91.17,High Priority
28764,0.5484,1,91.12,High Priority
20380,0.5465,1,91.08,High Priority
11654,0.545,1,91.03,High Priority
366,0.5449,1,90.98,High Priority
28252,0.5449,0,90.93,High Priority
26769,0.5436,0,90.89,High Priority
31466,0.54,1,90.84,High Priority
5258,0.5399,0,90.79,High Priority
16286,0.5397,1,90.75,High Priority
24941,0.5396,0,90.7,High Priority
18369,0.5344,0,90.65,High Priority
29031,0.5337,1,90.61,High Priority
25882,0.5327,1,90.56,High Priority
1227,0.5312,1,90.51,High Priority
6720,0.531,0,90.47,High Priority
18316,0.5297,0,90.42,High Priority
1663,0.5289,0,90.37,High Priority
6837,0.5286,1,90.32,High Priority
15305,0.5284,1,90.28,High Priority
17900,0.5281,1,90.23,High Priority
11796,0.5281,1,90.18,High Priority
14456,0.5276,1,90.14,High Priority
12695,0.5274,1,90.09,High Priority
18565,0.5272,1,90.04,High Priority
13274,0.5271,1,90.0,Qualified
3408,0.5267,1,89.95,Qualified
9205,0.5265,0,89.9,Qualified
26325,0.5265,1,89.85,Qualified
22480,0.5263,1,89.81,Qualified
14574,0.5261,1,89.76,Qualified
22625,0.5255,0,89.71,Qualified
18665,0.5243,1,89.67,Qualified
29833,0.5241,1,89.62,Qualified
24293,0.5237,1,89.57,Qualified
7258,0.5232,1,89.53,Qualified
32278,0.5232,1,89.48,Qualified
27143,0.5189,1,89.43,Qualified
16317,0.5185,1,89.38,Qualified
24908,0.5178,0,89.34,Qualified
13782,0.5174,1,89.29,Qualified
12312,0.5173,0,89.24,Qualified
15640,0.5163,1,89.2,Qualified
19725,0.5157,0,89.15,Qualified
21353,0.5151,0,89.1,Qualified
27298,0.5143,1,89.06,Qualified
24507,0.5142,0,89.01,Qualified
1622,0.514,1,88.96,Qualified
5368,0.5138,1,88.91,Qualified
5050,0.5137,1,88.87,Qualified
3374,0.5124,1,88.82,Qualified
2510,0.5123,1,88.77,Qualified
24018,0.512,1,88.73,Qualified
8413,0.5116,1,88.68,Qualified
18706,0.5106,1,88.63,Qualified
15593,0.5106,1,88.59,Qualified
7792,0.5105,0,88.54,Qualified
10579,0.5104,0,88.49,Qualified
32495,0.51,1,88.45,Qualified
6527,0.5097,0,88.4,Qualified
17426,0.5097,1,88.35,Qualified
3068,0.5095,1,88.3,Qualified
28132,0.509,1,88.26,Qualified
14438,0.5088,1,88.21,Qualified
20910,0.5088,1,88.16,Qualified
15660,0.5074,1,88.12,Qualified
6816,0.5067,0,88.07,Qualified
27002,0.5049,1,88.02,Qualified
9462,0.5049,0,87.98,Qualified
12459,0.5035,0,87.93,Qualified
15534,0.5034,0,87.88,Qualified
3722,0.5032,1,87.83,Qualified
17793,0.5028,0,87.79,Qualified
12406,0.5017,1,87.74,Qualified
19413,0.5012,1,87.69,Qualified
11413,0.5001,1,87.65,Qualified
9208,0.4992,0,87.6,Qualified
6768,0.4991,1,87.55,Qualified
20948,0.4971,0,87.51,Qualified
31852,0.4971,1,87.46,Qualified
14182,0.4968,1,87.41,Qualified
24230,0.4962,0,87.36,Qualified
12570,0.4954,1,87.32,Qualified
3697,0.4943,0,87.27,Qualified
10478,0.4936,0,87.22,Qualified
17254,0.4928,0,87.18,Qualified
30120,0.4919,1,87.13,Qualified
8375,0.4917,1,87.08,Qualified
2280,0.4912,0,87.04,Qualified
33148,0.4911,0,86.99,Qualified
27239,0.4905,1,86.94,Qualified
28936,0.4903,1,86.9,Qualified
28886,0.4903,0,86.85,Qualified
16168,0.4883,1,86.8,Qualified
2530,0.4864,1,86.75,Qualified
26805,0.4853,0,86.71,Qualified
17267,0.4843,1,86.66,Qualified
32636,0.4841,0,86.61,Qualified
32635,0.4838,1,86.57,Qualified
10847,0.483,1,86.52,Qualified
18356,0.4817,1,86.47,Qualified
4370,0.4814,1,86.43,Qualified
25977,0.4814,0,86.38,Qualified
22999,0.4801,1,86.33,Qualified
6615,0.4798,1,86.28,Qualified
28267,0.4794,1,86.24,Qualified
5898,0.4792,1,86.19,Qualified
13124,0.4784,1,86.14,Qualified
1680,0.4766,1,86.1,Qualified
17300,0.4764,1,86.05,Qualified
18581,0.4764,1,86.0,Qualified
30759,0.4751,1,85.96,Qualified
26446,0.4751,0,85.91,Qualified
28833,0.4737,1,85.86,Qualified
17450,0.4736,0,85.81,Qualified
22430,0.4734,0,85.77,Qualified
28121,0.4732,1,85.72,Qualified
7564,0.4726,1,85.67,Qualified
23880,0.4725,0,85.63,Qualified
15635,0.4721,1,85.58,Qualified
11849,0.4717,1,85.53,Qualified
2421,0.4713,0,85.49,Qualified
12558,0.4711,0,85.44,Qualified
18575,0.4709,1,85.39,Qualified
22407,0.4705,0,85.35,Qualified
18383,0.4702,1,85.3,Qualified
6721,0.47,0,85.25,Qualified
24026,0.4699,0,85.2,Qualified
26178,0.4696,0,85.16,Qualified
13832,0.4695,1,85.11,Qualified
9005,0.4671,1,85.06,Qualified
17950,0.4666,0,85.02,Qualified
17211,0.4665,1,84.97,Qualified
9055,0.4661,1,84.92,Qualified
8744,0.4643,1,84.88,Qualified
30316,0.4641,0,84.83,Qualified
4863,0.4631,1,84.78,Qualified
21514,0.4628,0,84.73,Qualified
21657,0.4623,1,84.69,Qualified
3672,0.4612,0,84.64,Qualified
21465,0.4609,0,84.59,Qualified
32727,0.4603,1,84.55,Qualified
5236,0.4602,0,84.5,Qualified
14329,0.4602,1,84.45,Qualified
8708,0.4602,1,84.41,Qualified
1319,0.4585,0,84.36,Qualified
24156,0.4573,0,84.31,Qualified
7789,0.456,0,84.26,Qualified
29710,0.4556,0,84.22,Qualified
20768,0.4549,0,84.17,Qualified
6433,0.4544,0,84.12,Qualified
20536,0.454,0,84.08,Qualified
7773,0.4534,0,84.03,Qualified
25101,0.4533,0,83.98,Qualified
32057,0.4502,0,83.94,Qualified
14883,0.4495,0,83.89,Qualified
7953,0.4476,0,83.84,Qualified
10928,0.4469,0,83.8,Qualified
5255,0.4464,0,83.75,Qualified
16079,0.4462,0,83.7,Qualified
4504,0.4462,0,83.65,Qualified
25140,0.4461,0,83.61,Qualified
32273,0.4459,0,83.56,Qualified
14568,0.4459,0,83.51,Qualified
24162,0.4453,0,83.47,Qualified
20635,0.4453,0,83.42,Qualified
13464,0.4452,0,83.37,Qualified
21462,0.4448,0,83.33,Qualified
12505,0.444,0,83.28,Qualified
12488,0.4426,0,83.23,Qualified
30957,0.4424,0,83.18,Qualified
25614,0.4418,0,83.14,Qualified
33343,0.4411,0,83.09,Qualified
29624,0.4406,0,83.04,Qualified
27952,0.4406,0,83.0,Qualified
2718,0.4399,0,82.95,Qualified
24978,0.4397,0,82.9,Qualified
29010,0.4395,0,82.86,Qualified
22464,0.4393,0,82.81,Qualified
32066,0.4391,0,82.76,Qualified
8905,0.4379,0,82.71,Qualified
6778,0.4375,0,82.67,Qualified
13605,0.437,0,82.62,Qualified
32403,0.437,0,82.57,Qualified
12462,0.4369,0,82.53,Qualified
19504,0.4362,0,82.48,Qualified
22057,0.4345,0,82.43,Qualified
20459,0.4333,0,82.39,Qualified
10279,0.4333,0,82.34,Qualified
14477,0.4331,0,82.29,Qualified
23255,0.4328,0,82.25,Qualified
24993,0.4326,0,82.2,Qualified
14342,0.4322,0,82.15,Qualified
31818,0.4321,0,82.1,Qualified
10655,0.432,0,82.06,Qualified
25585,0.4317,0,82.01,Qualified
12295,0.4313,0,81.96,Qualified
29832,0.4307,0,81.92,Qualified
30849,0.4304,0,81.87,Qualified
25129,0.4291,0,81.82,Qualified
28383,0.4289,0,81.78,Qualified
20333,0.4277,0,81.73,Qualified
20786,0.427,0,81.68,Qualified
15367,0.4267,0,81.63,Qualified
23628,0.4258,0,81.59,Qualified
6829,0.425,0,81.54,Qualified
5111,0.4245,0,81.49,Qualified
14069,0.4239,0,81.45,Qualified
26993,0.4238,0,81.4,Qualified
23338,0.4231,0,81.35,Qualified
30295,0.423,0,81.31,Qualified
1838,0.4228,0,81.26,Qualified
30867,0.4225,0,81.21,Qualified
31232,0.4221,0,81.16,Qualified
14240,0.421,0,81.12,Qualified
20308,0.421,0,81.07,Qualified
32808,0.4206,0,81.02,Qualified
11502,0.42,0,80.98,Qualified
11613,0.4199,0,80.93,Qualified
29018,0.4196,0,80.88,Qualified
20691,0.4188,0,80.84,Qualified
11458,0.4186,0,80.79,Qualified
14785,0.4183,0,80.74,Qualified
12453,0.4183,0,80.7,Qualified
28061,0.4178,0,80.65,Qualified
32516,0.417,0,80.6,Qualified
22775,0.4166,0,80.55,Qualified
4742,0.4166,0,80.51,Qualified
5720,0.4165,0,80.46,Qualified
17165,0.4163,0,80.41,Qualified
2752,0.4163,0,80.37,Qualified
28842,0.4161,0,80.32,Qualified
31951,0.4155,0,80.27,Qualified
2677,0.4154,0,80.23,Qualified
22700,0.4151,0,80.18,Qualified
7645,0.4149,0,80.13,Qualified
31451,0.4146,0,80.08,Qualified
5967,0.4145,0,80.04,Qualified
20612,0.4144,0,79.99,Qualified
22556,0.414,0,79.94,Qualified
7865,0.4139,0,79.9,Qualified
15380,0.4136,0,79.85,Qualified
9275,0.4135,0,79.8,Qualified
20419,0.4123,0,79.76,Qualified
29276,0.411,0,79.71,Qualified
31017,0.4101,0,79.66,Qualified
13462,0.4098,0,79.61,Qualified
20475,0.4093,0,79.57,Qualified
16184,0.409,0,79.52,Qualified
20361,0.4087,0,79.47,Qualified
1995,0.4083,0,79.43,Qualified
30367,0.4082,0,79.38,Qualified
19654,0.4079,0,79.33,Qualified
5058,0.4077,0,79.29,Qualified
10469,0.4068,0,79.24,Qualified
18100,0.4067,0,79.19,Qualified
30109,0.4064,0,79.15,Qualified
19403,0.4061,0,79.1,Qualified
6827,0.4054,0,79.05,Qualified
24585,0.4047,0,79.0,Qualified
14870,0.4038,0,78.96,Qualified
5962,0.4037,0,78.91,Qualified
11460,0.4033,0,78.86,Qualified
15589,0.4031,0,78.82,Qualified
5601,0.403,0,78.77,Qualified
7012,0.4019,0,78.72,Qualified
15359,0.4006,0,78.68,Qualified
17504,0.4005,0,78.63,Qualified
21613,0.4005,0,78.58,Qualified
24331,0.4001,0,78.53,Qualified
6515,0.4001,0,78.49,Qualified
8991,0.3999,0,78.44,Qualified
23403,0.3996,0,78.39,Qualified
14538,0.3994,0,78.35,Qualified
31236,0.3993,0,78.3,Qualified
24057,0.3993,0,78.25,Qualified
2915,0.3987,0,78.21,Qualified
4709,0.3982,0,78.16,Qualified
29242,0.3978,0,78.11,Qualified
25202,0.3974,0,78.06,Qualified
19473,0.3972,0,78.02,Qualified
9134,0.3965,0,77.97,Qualified
33308,0.3964,0,77.92,Qualified
3395,0.3959,0,77.88,Qualified
25699,0.3959,0,77.83,Qualified
19437,0.3957,0,77.78,Qualified
19648,0.3953,0,77.74,Qualified
31557,0.3951,0,77.69,Qualified
25051,0.3951,0,77.64,Qualified
13833,0.3947,0,77.6,Qualified
12308,0.3946,0,77.55,Qualified
19719,0.3942,0,77.5,Qualified
15009,0.394,0,77.45,Qualified
24155,0.3939,0,77.41,Qualified
23562,0.3937,0,77.36,Qualified
181,0.3936,0,77.31,Qualified
37,0.3932,0,77.27,Qualified
13314,0.3922,0,77.22,Qualified
24914,0.392,0,77.17,Qualified
2269,0.3919,0,77.13,Qualified
31079,0.3917,0,77.08,Qualified
11169,0.3913,0,77.03,Qualified
13006,0.3907,0,76.98,Qualified
17200,0.3904,0,76.94,Qualified
20872,0.3903,0,76.89,Qualified
15293,0.3903,0,76.84,Qualified
16931,0.3902,0,76.8,Qualified
17189,0.3892,0,76.75,Qualified
27991,0.3891,0,76.7,Qualified
6509,0.3889,0,76.66,Qualified
7689,0.3883,0,76.61,Qualified
8239,0.3879,0,76.56,Qualified
9556,0.3879,0,76.51,Qualified
17440,0.3877,0,76.47,Qualified
20456,0.3876,0,76.42,Qualified
5101,0.3867,0,76.37,Qualified
14586,0.3866,0,76.33,Qualified
22497,0.3866,0,76.28,Qualified
6209,0.3856,0,76.23,Qualified
32607,0.3853,0,76.19,Qualified
11682,0.3849,0,76.14,Qualified
23976,0.3843,0,76.09,Qualified
32646,0.3837,0,76.05,Qualified
13621,0.3837,0,76.0,Qualified
25136,0.3831,0,75.95,Qualified
7788,0.3827,0,75.9,Qualified
27458,0.3823,0,75.86,Qualified
621,0.3822,0,75.81,Qualified
20165,0.3812,0,75.76,Qualified
11201,0.3809,0,75.72,Qualified
23379,0.3809,0,75.67,Qualified
17188,0.3808,0,75.62,Qualified
32649,0.3808,0,75.58,Qualified
23739,0.3807,0,75.53,Qualified
12645,0.3807,0,75.48,Qualified
32105,0.3806,0,75.43,Qualified
12846,0.3796,0,75.39,Qualified
9195,0.3796,0,75.34,Qualified
19028,0.3794,0,75.29,Qualified
15061,0.3789,0,75.25,Qualified
30770,0.378,0,75.2,Qualified
9707,0.3779,0,75.15,Qualified
5485,0.3778,0,75.11,Qualified
5605,0.3778,0,75.06,Qualified
26927,0.3777,0,75.01,Qualified
